county,year,sex,age_band,population
Vihiga,2024,m,25,15402.0
Vihiga,2024,m,30,15213.0
Vihiga,2024,m,35,15285.0
Vihiga,2024,m,40,13540.0
Vihiga,2024,m,45,11638.0
Vihiga,2024,m,50,10515.0
Vihiga,2024,m,55,9363.0
Vihiga,2024,m,60,8301.0
Vihiga,2024,m,65,6206.0
Vihiga,2024,m,70,3966.0
Vihiga,2024,m,75,2658.0
Vihiga,2024,m,80,1231.0
Vihiga,2024,m,85,550.0
Vihiga,2024,m,90,292.0
Wajir,2024,f,00,14357.0
Wajir,2024,f,01,55081.0
Wajir,2024,f,05,71445.0
Wajir,2024,f,10,63081.0
Wajir,2024,f,15,50771.0
Wajir,2024,f,20,36663.0
Wajir,2024,f,25,32403.0
Wajir,2024,f,30,25342.0
Wajir,2024,f,35,21611.0
Wajir,2024,f,40,16138.0
Wajir,2024,f,45,8178.0
Wajir,2024,f,50,7072.0
Wajir,2024,f,55,3942.0
Wajir,2024,f,60,3293.0
Wajir,2024,f,65,1511.0
Wajir,2024,f,70,1242.0
Wajir,2024,f,75,513.0
Wajir,2024,f,80,277.0
Wajir,2024,f,85,268.0
Wajir,2024,f,90,334.0
Wajir,2024,m,00,14488.0
Wajir,2024,m,01,55561.0
Wajir,2024,m,05,75076.0
Wajir,2024,m,10,77041.0
Wajir,2024,m,15,67039.0
Wajir,2024,m,20,41588.0
Wajir,2024,m,25,31703.0
Wajir,2024,m,30,26894.0
Wajir,2024,m,35,20809.0
Wajir,2024,m,40,20463.0
Wajir,2024,m,45,11576.0
Wajir,2024,m,50,11973.0
Wajir,2024,m,55,6075.0
Wajir,2024,m,60,5922.0
Wajir,2024,m,65,2394.0
Wajir,2024,m,70,1794.0
Wajir,2024,m,75,1029.0
Wajir,2024,m,80,409.0
Wajir,2024,m,85,235.0
Wajir,2024,m,90,200.0
WestPokot,2024,f,00,14057.0
WestPokot,2024,f,01,53930.0
WestPokot,2024,f,05,61346.0
WestPokot,2024,f,10,54187.0
WestPokot,2024,f,15,43854.0
WestPokot,2024,f,20,35180.0
WestPokot,2024,f,25,26543.0
WestPokot,2024,f,30,21029.0
WestPokot,2024,f,35,15577.0
WestPokot,2024,f,40,13201.0
WestPokot,2024,f,45,11654.0
WestPokot,2024,f,50,8793.0
WestPokot,2024,f,55,6073.0
WestPokot,2024,f,60,5682.0
WestPokot,2024,f,65,4352.0
WestPokot,2024,f,70,2728.0
WestPokot,2024,f,75,1488.0
WestPokot,2024,f,80,809.0
WestPokot,2024,f,85,452.0
WestPokot,2024,f,90,318.0
WestPokot,2024,m,00,14253.0
WestPokot,2024,m,01,54657.0
WestPokot,2024,m,05,61527.0
WestPokot,2024,m,10,54281.0
WestPokot,2024,m,15,44608.0
WestPokot,2024,m,20,33848.0
WestPokot,2024,m,25,25609.0
WestPokot,2024,m,30,20987.0
WestPokot,2024,m,35,15638.0
WestPokot,2024,m,40,13111.0
WestPokot,2024,m,45,11586.0
WestPokot,2024,m,50,8422.0
WestPokot,2024,m,55,5871.0
WestPokot,2024,m,60,4660.0
WestPokot,2024,m,65,3302.0
WestPokot,2024,m,70,2112.0
WestPokot,2024,m,75,1229.0
WestPokot,2024,m,80,473.0
WestPokot,2024,m,85,194.0
WestPokot,2024,m,90,111.0
Baringo,2025,f,00,10611.0
Baringo,2025,f,01,40559.0
Baringo,2025,f,05,49912.0
Baringo,2025,f,10,49951.0
Baringo,2025,f,15,45563.0
Baringo,2025,f,20,35358.0
Baringo,2025,f,25,26965.0
Baringo,2025,f,30,21184.0
Baringo,2025,f,35,17909.0
Baringo,2025,f,40,14806.0
Baringo,2025,f,45,13433.0
Baringo,2025,f,50,11131.0
Baringo,2025,f,55,8245.0
Baringo,2025,f,60,6546.0
Baringo,2025,f,65,4841.0
Baringo,2025,f,70,3152.0
Baringo,2025,f,75,1884.0
Baringo,2025,f,80,1155.0
Baringo,2025,f,85,717.0
Baringo,2025,f,90,509.0
Baringo,2025,m,00,11131.0
Baringo,2025,m,01,42544.0
Baringo,2025,m,05,52272.0
Baringo,2025,m,10,52555.0
Baringo,2025,m,15,48834.0
Baringo,2025,m,20,37330.0
Baringo,2025,m,25,26317.0
Baringo,2025,m,30,21130.0
Baringo,2025,m,35,18207.0
Baringo,2025,m,40,14995.0
Baringo,2025,m,45,12795.0
Baringo,2025,m,50,10016.0
Baringo,2025,m,55,7888.0
Baringo,2025,m,60,6345.0
Baringo,2025,m,65,4395.0
Baringo,2025,m,70,2750.0
Baringo,2025,m,75,1684.0
Baringo,2025,m,80,712.0
Baringo,2025,m,85,323.0
Baringo,2025,m,90,193.0
Bomet,2025,f,00,12879.0
Bomet,2025,f,01,49229.0
Bomet,2025,f,05,63408.0
Bomet,2025,f,10,68438.0
Bomet,2025,f,15,65991.0
Bomet,2025,f,20,50233.0
Bomet,2025,f,25,40464.0
Bomet,2025,f,30,36638.0
Bomet,2025,f,35,23286.0
Bomet,2025,f,40,22469.0
Bomet,2025,f,45,20819.0
Bomet,2025,f,50,13361.0
Bomet,2025,f,55,12372.0
Bomet,2025,f,60,8814.0
Bomet,2025,f,65,6132.0
Bomet,2025,f,70,3823.0
Bomet,2025,f,75,2733.0
Bomet,2025,f,80,1877.0
Bomet,2025,f,85,1058.0
Bomet,2025,f,90,565.0
Bomet,2025,m,00,13325.0
Bomet,2025,m,01,50928.0
Bomet,2025,m,05,65928.0
Bomet,2025,m,10,68330.0
Bomet,2025,m,15,66841.0
Bomet,2025,m,20,48517.0
Bomet,2025,m,25,36925.0
Bomet,2025,m,30,32835.0
Bomet,2025,m,35,28465.0
Bomet,2025,m,40,23447.0
Bomet,2025,m,45,20474.0
Bomet,2025,m,50,13016.0
Bomet,2025,m,55,10945.0
Bomet,2025,m,60,8255.0
Bomet,2025,m,65,5343.0
Bomet,2025,m,70,3206.0
Bomet,2025,m,75,2072.0
Bomet,2025,m,80,954.0
Bomet,2025,m,85,446.0
Bomet,2025,m,90,252.0
Bungoma,2025,f,00,29803.0
Bungoma,2025,f,01,113921.0
Bungoma,2025,f,05,153548.0
Bungoma,2025,f,10,162282.0
Bungoma,2025,f,15,150983.0
Bungoma,2025,f,20,100067.0
Bungoma,2025,f,25,77968.0
Bungoma,2025,f,30,70536.0
Bungoma,2025,f,35,56427.0
Bungoma,2025,f,40,52734.0
Bungoma,2025,f,45,42217.0
Bungoma,2025,f,50,37681.0
Bungoma,2025,f,55,32648.0
Bungoma,2025,f,60,23864.0
Bungoma,2025,f,65,15685.0
Bungoma,2025,f,70,8847.0
Bungoma,2025,f,75,6403.0
Bungoma,2025,f,80,3761.0
Bungoma,2025,f,85,1720.0
Bungoma,2025,f,90,885.0
Bungoma,2025,m,00,29758.0
Bungoma,2025,m,01,113733.0
Bungoma,2025,m,05,154278.0
Bungoma,2025,m,10,159965.0
Bungoma,2025,m,15,151467.0
Bungoma,2025,m,20,96739.0
Bungoma,2025,m,25,67810.0
Bungoma,2025,m,30,60974.0
Bungoma,2025,m,35,54390.0
Bungoma,2025,m,40,47106.0
Bungoma,2025,m,45,39310.0
Bungoma,2025,m,50,31141.0
Bungoma,2025,m,55,27770.0
Bungoma,2025,m,60,20524.0
Bungoma,2025,m,65,12311.0
Bungoma,2025,m,70,6534.0
Bungoma,2025,m,75,4873.0
Bungoma,2025,m,80,2251.0
Bungoma,2025,m,85,919.0
Bungoma,2025,m,90,486.0
Busia,2025,f,00,13340.0
Busia,2025,f,01,50993.0
Busia,2025,f,05,67634.0
Busia,2025,f,10,73014.0
Busia,2025,f,15,70950.0
Busia,2025,f,20,47909.0
Busia,2025,f,25,37482.0
Busia,2025,f,30,33072.0
Busia,2025,f,35,26538.0
Busia,2025,f,40,23730.0
Busia,2025,f,45,18665.0
Busia,2025,f,50,18879.0
Busia,2025,f,55,16024.0
Busia,2025,f,60,12158.0
Busia,2025,f,65,8260.0
Busia,2025,f,70,5049.0
Busia,2025,f,75,3423.0
Busia,2025,f,80,2017.0
Busia,2025,f,85,1017.0
Busia,2025,f,90,566.0
Busia,2025,m,00,13266.0
Busia,2025,m,01,50702.0
Busia,2025,m,05,66058.0
Busia,2025,m,10,71045.0
Busia,2025,m,15,69135.0
Busia,2025,m,20,44872.0
Busia,2025,m,25,30582.0
Busia,2025,m,30,27371.0
Busia,2025,m,35,25391.0
Busia,2025,m,40,21369.0
Busia,2025,m,45,16320.0
Busia,2025,m,50,14262.0
Busia,2025,m,55,12342.0
Busia,2025,m,60,9233.0
Busia,2025,m,65,5852.0
Busia,2025,m,70,3506.0
Busia,2025,m,75,2553.0
Busia,2025,m,80,1167.0
Busia,2025,m,85,496.0
Busia,2025,m,90,265.0
Elgeyo-Marakwet,2025,f,00,6363.0
Elgeyo-Marakwet,2025,f,01,24321.0
Elgeyo-Marakwet,2025,f,05,30012.0
Elgeyo-Marakwet,2025,f,10,30432.0
Elgeyo-Marakwet,2025,f,15,29393.0
Elgeyo-Marakwet,2025,f,20,22411.0
Elgeyo-Marakwet,2025,f,25,17188.0
Elgeyo-Marakwet,2025,f,30,14319.0
Elgeyo-Marakwet,2025,f,35,11761.0
Elgeyo-Marakwet,2025,f,40,10098.0
Elgeyo-Marakwet,2025,f,45,9266.0
Elgeyo-Marakwet,2025,f,50,6694.0
Elgeyo-Marakwet,2025,f,55,5946.0
Elgeyo-Marakwet,2025,f,60,4484.0
Elgeyo-Marakwet,2025,f,65,3274.0
Elgeyo-Marakwet,2025,f,70,2187.0
Elgeyo-Marakwet,2025,f,75,1495.0
Elgeyo-Marakwet,2025,f,80,898.0
Elgeyo-Marakwet,2025,f,85,469.0
Elgeyo-Marakwet,2025,f,90,274.0
Elgeyo-Marakwet,2025,m,00,6448.0
Elgeyo-Marakwet,2025,m,01,24644.0
Elgeyo-Marakwet,2025,m,05,30903.0
Elgeyo-Marakwet,2025,m,10,30279.0
Elgeyo-Marakwet,2025,m,15,29739.0
Elgeyo-Marakwet,2025,m,20,24111.0
Elgeyo-Marakwet,2025,m,25,17357.0
Elgeyo-Marakwet,2025,m,30,14081.0
Elgeyo-Marakwet,2025,m,35,12485.0
Elgeyo-Marakwet,2025,m,40,10423.0
Elgeyo-Marakwet,2025,m,45,9237.0
Elgeyo-Marakwet,2025,m,50,6188.0
Elgeyo-Marakwet,2025,m,55,5653.0
Elgeyo-Marakwet,2025,m,60,4232.0
Elgeyo-Marakwet,2025,m,65,3081.0
Elgeyo-Marakwet,2025,m,70,1726.0
Elgeyo-Marakwet,2025,m,75,1239.0
Elgeyo-Marakwet,2025,m,80,542.0
Elgeyo-Marakwet,2025,m,85,210.0
Elgeyo-Marakwet,2025,m,90,110.0
Embu,2025,f,00,7181.0
Embu,2025,f,01,27448.0
Embu,2025,f,05,32158.0
Embu,2025,f,10,35423.0
Embu,2025,f,15,37940.0
Embu,2025,f,20,30655.0
Embu,2025,f,25,25227.0
Embu,2025,f,30,25302.0
Embu,2025,f,35,27428.0
Embu,2025,f,40,22574.0
Embu,2025,f,45,19677.0
Embu,2025,f,50,17887.0
Embu,2025,f,55,14770.0
Embu,2025,f,60,9683.0
Embu,2025,f,65,7651.0
Embu,2025,f,70,4883.0
Embu,2025,f,75,3069.0
Embu,2025,f,80,2274.0
Embu,2025,f,85,1557.0
Embu,2025,f,90,933.0
Embu,2025,m,00,7401.0
Embu,2025,m,01,28287.0
Embu,2025,m,05,32590.0
Embu,2025,m,10,35885.0
Embu,2025,m,15,38964.0
Embu,2025,m,20,33632.0
Embu,2025,m,25,27660.0
Embu,2025,m,30,26377.0
Embu,2025,m,35,27996.0
Embu,2025,m,40,23533.0
Embu,2025,m,45,19541.0
Embu,2025,m,50,16464.0
Embu,2025,m,55,13879.0
Embu,2025,m,60,8968.0
Embu,2025,m,65,6730.0
Embu,2025,m,70,3392.0
Embu,2025,m,75,2368.0
Embu,2025,m,80,1263.0
Embu,2025,m,85,592.0
Embu,2025,m,90,300.0
Garissa,2025,f,00,16178.0
Garissa,2025,f,01,61839.0
Garissa,2025,f,05,82948.0
Garissa,2025,f,10,74008.0
Garissa,2025,f,15,66333.0
Garissa,2025,f,20,50883.0
Garissa,2025,f,25,42941.0
Garissa,2025,f,30,30815.0
Garissa,2025,f,35,30458.0
Garissa,2025,f,40,23494.0
Garissa,2025,f,45,13042.0
Garissa,2025,f,50,12617.0
Garissa,2025,f,55,5098.0
Garissa,2025,f,60,6604.0
Garissa,2025,f,65,2310.0
Garissa,2025,f,70,2824.0
Garissa,2025,f,75,1073.0
Garissa,2025,f,80,659.0
Garissa,2025,f,85,1097.0
Garissa,2025,f,90,1189.0
Garissa,2025,m,00,17951.0
Garissa,2025,m,01,68608.0
Garissa,2025,m,05,95303.0
Garissa,2025,m,10,94157.0
Garissa,2025,m,15,82945.0
Garissa,2025,m,20,60214.0
Garissa,2025,m,25,37504.0
Garissa,2025,m,30,29135.0
Garissa,2025,m,35,25093.0
Garissa,2025,m,40,26681.0
Garissa,2025,m,45,16342.0
Garissa,2025,m,50,18045.0
Garissa,2025,m,55,8217.0
Garissa,2025,m,60,9527.0
Garissa,2025,m,65,3221.0
Garissa,2025,m,70,3337.0
Garissa,2025,m,75,1580.0
Garissa,2025,m,80,779.0
Garissa,2025,m,85,829.0
Garissa,2025,m,90,652.0
HomaBay,2025,f,00,17546.0
HomaBay,2025,f,01,67068.0
HomaBay,2025,f,05,84977.0
HomaBay,2025,f,10,90665.0
HomaBay,2025,f,15,79794.0
HomaBay,2025,f,20,59069.0
HomaBay,2025,f,25,47070.0
HomaBay,2025,f,30,43872.0
HomaBay,2025,f,35,31457.0
HomaBay,2025,f,40,27474.0
HomaBay,2025,f,45,22048.0
HomaBay,2025,f,50,18137.0
HomaBay,2025,f,55,17604.0
HomaBay,2025,f,60,14713.0
HomaBay,2025,f,65,10761.0
HomaBay,2025,f,70,6779.0
HomaBay,2025,f,75,4222.0
HomaBay,2025,f,80,2403.0
HomaBay,2025,f,85,1239.0
HomaBay,2025,f,90,705.0
HomaBay,2025,m,00,17735.0
HomaBay,2025,m,01,67784.0
HomaBay,2025,m,05,84432.0
HomaBay,2025,m,10,90242.0
HomaBay,2025,m,15,78711.0
HomaBay,2025,m,20,52852.0
HomaBay,2025,m,25,37901.0
HomaBay,2025,m,30,34316.0
HomaBay,2025,m,35,32023.0
HomaBay,2025,m,40,25621.0
HomaBay,2025,m,45,17462.0
HomaBay,2025,m,50,13498.0
HomaBay,2025,m,55,12287.0
HomaBay,2025,m,60,10274.0
HomaBay,2025,m,65,7259.0
HomaBay,2025,m,70,4400.0
HomaBay,2025,m,75,2858.0
HomaBay,2025,m,80,1271.0
HomaBay,2025,m,85,579.0
HomaBay,2025,m,90,347.0
Isiolo,2025,f,00,6493.0
Isiolo,2025,f,01,24820.0
Isiolo,2025,f,05,29311.0
Isiolo,2025,f,10,26565.0
Isiolo,2025,f,15,23550.0
Isiolo,2025,f,20,19210.0
Isiolo,2025,f,25,15458.0
Isiolo,2025,f,30,12975.0
Isiolo,2025,f,35,10608.0
Isiolo,2025,f,40,7468.0
Isiolo,2025,f,45,5708.0
Isiolo,2025,f,50,4719.0
Isiolo,2025,f,55,4078.0
Isiolo,2025,f,60,3227.0
Isiolo,2025,f,65,1820.0
Isiolo,2025,f,70,1351.0
Isiolo,2025,f,75,683.0
Isiolo,2025,f,80,430.0
Isiolo,2025,f,85,353.0
Isiolo,2025,f,90,288.0
Isiolo,2025,m,00,6643.0
Isiolo,2025,m,01,25390.0
Isiolo,2025,m,05,30955.0
Isiolo,2025,m,10,29603.0
Isiolo,2025,m,15,28177.0
Isiolo,2025,m,20,21463.0
Isiolo,2025,m,25,16748.0
Isiolo,2025,m,30,14456.0
Isiolo,2025,m,35,11826.0
Isiolo,2025,m,40,9341.0
Isiolo,2025,m,45,6464.0
Isiolo,2025,m,50,5632.0
Isiolo,2025,m,55,4180.0
Isiolo,2025,m,60,3976.0
Isiolo,2025,m,65,1983.0
Isiolo,2025,m,70,1344.0
Isiolo,2025,m,75,843.0
Isiolo,2025,m,80,374.0
Isiolo,2025,m,85,205.0
Isiolo,2025,m,90,138.0
Kajiado,2025,f,00,21967.0
Kajiado,2025,f,01,83962.0
Kajiado,2025,f,05,91542.0
Kajiado,2025,f,10,81864.0
Kajiado,2025,f,15,76134.0
Kajiado,2025,f,20,92294.0
Kajiado,2025,f,25,83876.0
Kajiado,2025,f,30,66009.0
Kajiado,2025,f,35,54507.0
Kajiado,2025,f,40,39036.0
Kajiado,2025,f,45,29286.0
Kajiado,2025,f,50,22395.0
Kajiado,2025,f,55,14417.0
Kajiado,2025,f,60,9887.0
Kajiado,2025,f,65,5743.0
Kajiado,2025,f,70,3534.0
Kajiado,2025,f,75,2100.0
Kajiado,2025,f,80,1239.0
Kajiado,2025,f,85,734.0
Kajiado,2025,f,90,479.0
Kajiado,2025,m,00,22525.0
Kajiado,2025,m,01,86086.0
Kajiado,2025,m,05,92923.0
Kajiado,2025,m,10,78895.0
Kajiado,2025,m,15,70893.0
Kajiado,2025,m,20,83225.0
Kajiado,2025,m,25,81546.0
Kajiado,2025,m,30,68963.0
Kajiado,2025,m,35,59478.0
Kajiado,2025,m,40,43162.0
Kajiado,2025,m,45,34006.0
Kajiado,2025,m,50,25444.0
Kajiado,2025,m,55,15954.0
Kajiado,2025,m,60,9896.0
Kajiado,2025,m,65,5553.0
Kajiado,2025,m,70,3132.0
Kajiado,2025,m,75,1986.0
Kajiado,2025,m,80,827.0
Kajiado,2025,m,85,348.0
Kajiado,2025,m,90,189.0
Kakamega,2025,f,00,21695.0
Kakamega,2025,f,01,82928.0
Kakamega,2025,f,05,115517.0
Kakamega,2025,f,10,124921.0
Kakamega,2025,f,15,117200.0
Kakamega,2025,f,20,75597.0
Kakamega,2025,f,25,60298.0
Kakamega,2025,f,30,57809.0
Kakamega,2025,f,35,46466.0
Kakamega,2025,f,40,43013.0
Kakamega,2025,f,45,34489.0
Kakamega,2025,f,50,33119.0
Kakamega,2025,f,55,27887.0
Kakamega,2025,f,60,22319.0
Kakamega,2025,f,65,15272.0
Kakamega,2025,f,70,8697.0
Kakamega,2025,f,75,6545.0
Kakamega,2025,f,80,3605.0
Kakamega,2025,f,85,1481.0
Kakamega,2025,f,90,700.0
Kakamega,2025,m,00,21581.0
Kakamega,2025,m,01,82484.0
Kakamega,2025,m,05,115072.0
Kakamega,2025,m,10,121788.0
Kakamega,2025,m,15,115042.0
Kakamega,2025,m,20,72310.0
Kakamega,2025,m,25,49259.0
Kakamega,2025,m,30,46713.0
Kakamega,2025,m,35,43936.0
Kakamega,2025,m,40,38370.0
Kakamega,2025,m,45,30741.0
Kakamega,2025,m,50,26292.0
Kakamega,2025,m,55,22878.0
Kakamega,2025,m,60,18055.0
Kakamega,2025,m,65,11854.0
Kakamega,2025,m,70,6836.0
Kakamega,2025,m,75,4788.0
Kakamega,2025,m,80,2098.0
Kakamega,2025,m,85,850.0
Kakamega,2025,m,90,432.0
Kericho,2025,f,00,12533.0
Kericho,2025,f,01,47906.0
Kericho,2025,f,05,60665.0
Kericho,2025,f,10,64994.0
Kericho,2025,f,15,63276.0
Kericho,2025,f,20,50970.0
Kericho,2025,f,25,42736.0
Kericho,2025,f,30,38333.0
Kericho,2025,f,35,26257.0
Kericho,2025,f,40,23706.0
Kericho,2025,f,45,21030.0
Kericho,2025,f,50,14457.0
Kericho,2025,f,55,13335.0
Kericho,2025,f,60,9631.0
Kericho,2025,f,65,6342.0
Kericho,2025,f,70,3683.0
Kericho,2025,f,75,2387.0
Kericho,2025,f,80,1608.0
Kericho,2025,f,85,980.0
Kericho,2025,f,90,613.0
Kericho,2025,m,00,12867.0
Kericho,2025,m,01,49178.0
Kericho,2025,m,05,62009.0
Kericho,2025,m,10,64728.0
Kericho,2025,m,15,63515.0
Kericho,2025,m,20,50498.0
Kericho,2025,m,25,40903.0
Kericho,2025,m,30,36618.0
Kericho,2025,m,35,31489.0
Kericho,2025,m,40,26178.0
Kericho,2025,m,45,21946.0
Kericho,2025,m,50,14380.0
Kericho,2025,m,55,12385.0
Kericho,2025,m,60,8943.0
Kericho,2025,m,65,6168.0
Kericho,2025,m,70,3655.0
Kericho,2025,m,75,2135.0
Kericho,2025,m,80,918.0
Kericho,2025,m,85,425.0
Kericho,2025,m,90,252.0
Kiambu,2025,f,00,36037.0
Kiambu,2025,f,01,137748.0
Kiambu,2025,f,05,140509.0
Kiambu,2025,f,10,130574.0
Kiambu,2025,f,15,148387.0
Kiambu,2025,f,20,192105.0
Kiambu,2025,f,25,169291.0
Kiambu,2025,f,30,140330.0
Kiambu,2025,f,35,133797.0
Kiambu,2025,f,40,97667.0
Kiambu,2025,f,45,75971.0
Kiambu,2025,f,50,60533.0
Kiambu,2025,f,55,40800.0
Kiambu,2025,f,60,24737.0
Kiambu,2025,f,65,17334.0
Kiambu,2025,f,70,10844.0
Kiambu,2025,f,75,7964.0
Kiambu,2025,f,80,5054.0
Kiambu,2025,f,85,2539.0
Kiambu,2025,f,90,1327.0
Kiambu,2025,m,00,36795.0
Kiambu,2025,m,01,140630.0
Kiambu,2025,m,05,140990.0
Kiambu,2025,m,10,127787.0
Kiambu,2025,m,15,132284.0
Kiambu,2025,m,20,174933.0
Kiambu,2025,m,25,165466.0
Kiambu,2025,m,30,141763.0
Kiambu,2025,m,35,129233.0
Kiambu,2025,m,40,100763.0
Kiambu,2025,m,45,80078.0
Kiambu,2025,m,50,62596.0
Kiambu,2025,m,55,43096.0
Kiambu,2025,m,60,24693.0
Kiambu,2025,m,65,15512.0
Kiambu,2025,m,70,8959.0
Kiambu,2025,m,75,5487.0
Kiambu,2025,m,80,2244.0
Kiambu,2025,m,85,921.0
Kiambu,2025,m,90,486.0
Kilifi,2025,f,00,24521.0
Kilifi,2025,f,01,93730.0
Kilifi,2025,f,05,112683.0
Kilifi,2025,f,10,112521.0
Kilifi,2025,f,15,108597.0
Kilifi,2025,f,20,87709.0
Kilifi,2025,f,25,72725.0
Kilifi,2025,f,30,60822.0
Kilifi,2025,f,35,45131.0
Kilifi,2025,f,40,45043.0
Kilifi,2025,f,45,30772.0
Kilifi,2025,f,50,26660.0
Kilifi,2025,f,55,21094.0
Kilifi,2025,f,60,22455.0
Kilifi,2025,f,65,13182.0
Kilifi,2025,f,70,7816.0
Kilifi,2025,f,75,4973.0
Kilifi,2025,f,80,2717.0
Kilifi,2025,f,85,1362.0
Kilifi,2025,f,90,720.0
Kilifi,2025,m,00,24924.0
Kilifi,2025,m,01,95260.0
Kilifi,2025,m,05,114256.0
Kilifi,2025,m,10,111788.0
Kilifi,2025,m,15,108434.0
Kilifi,2025,m,20,84350.0
Kilifi,2025,m,25,64265.0
Kilifi,2025,m,30,49374.0
Kilifi,2025,m,35,42411.0
Kilifi,2025,m,40,38251.0
Kilifi,2025,m,45,31508.0
Kilifi,2025,m,50,25168.0
Kilifi,2025,m,55,19114.0
Kilifi,2025,m,60,14475.0
Kilifi,2025,m,65,10590.0
Kilifi,2025,m,70,5408.0
Kilifi,2025,m,75,4008.0
Kilifi,2025,m,80,1603.0
Kilifi,2025,m,85,524.0
Kilifi,2025,m,90,236.0
Kirinyaga,2025,f,00,9134.0
Kirinyaga,2025,f,01,34915.0
Kirinyaga,2025,f,05,40496.0
Kirinyaga,2025,f,10,43178.0
Kirinyaga,2025,f,15,47103.0
Kirinyaga,2025,f,20,37285.0
Kirinyaga,2025,f,25,32795.0
Kirinyaga,2025,f,30,37153.0
Kirinyaga,2025,f,35,44588.0
Kirinyaga,2025,f,40,37111.0
Kirinyaga,2025,f,45,31631.0
Kirinyaga,2025,f,50,28878.0
Kirinyaga,2025,f,55,22601.0
Kirinyaga,2025,f,60,13882.0
Kirinyaga,2025,f,65,10898.0
Kirinyaga,2025,f,70,7325.0
Kirinyaga,2025,f,75,4413.0
Kirinyaga,2025,f,80,3231.0
Kirinyaga,2025,f,85,2287.0
Kirinyaga,2025,f,90,1371.0
Kirinyaga,2025,m,00,9182.0
Kirinyaga,2025,m,01,35095.0
Kirinyaga,2025,m,05,40703.0
Kirinyaga,2025,m,10,43079.0
Kirinyaga,2025,m,15,47835.0
Kirinyaga,2025,m,20,39582.0
Kirinyaga,2025,m,25,33102.0
Kirinyaga,2025,m,30,36957.0
Kirinyaga,2025,m,35,43292.0
Kirinyaga,2025,m,40,37051.0
Kirinyaga,2025,m,45,31390.0
Kirinyaga,2025,m,50,28139.0
Kirinyaga,2025,m,55,22104.0
Kirinyaga,2025,m,60,13497.0
Kirinyaga,2025,m,65,9335.0
Kirinyaga,2025,m,70,5222.0
Kirinyaga,2025,m,75,3329.0
Kirinyaga,2025,m,80,1567.0
Kirinyaga,2025,m,85,728.0
Kirinyaga,2025,m,90,408.0
Kisii,2025,f,00,15891.0
Kisii,2025,f,01,60742.0
Kisii,2025,f,05,85117.0
Kisii,2025,f,10,95731.0
Kisii,2025,f,15,86553.0
Kisii,2025,f,20,62884.0
Kisii,2025,f,25,56124.0
Kisii,2025,f,30,54836.0
Kisii,2025,f,35,38476.0
Kisii,2025,f,40,32433.0
Kisii,2025,f,45,32061.0
Kisii,2025,f,50,19677.0
Kisii,2025,f,55,24538.0
Kisii,2025,f,60,18965.0
Kisii,2025,f,65,12157.0
Kisii,2025,f,70,6825.0
Kisii,2025,f,75,4024.0
Kisii,2025,f,80,2567.0
Kisii,2025,f,85,1545.0
Kisii,2025,f,90,954.0
Kisii,2025,m,00,16012.0
Kisii,2025,m,01,61198.0
Kisii,2025,m,05,85394.0
Kisii,2025,m,10,95467.0
Kisii,2025,m,15,84257.0
Kisii,2025,m,20,54833.0
Kisii,2025,m,25,44270.0
Kisii,2025,m,30,41789.0
Kisii,2025,m,35,37143.0
Kisii,2025,m,40,31653.0
Kisii,2025,m,45,25290.0
Kisii,2025,m,50,19311.0
Kisii,2025,m,55,21462.0
Kisii,2025,m,60,15742.0
Kisii,2025,m,65,9515.0
Kisii,2025,m,70,5248.0
Kisii,2025,m,75,3405.0
Kisii,2025,m,80,1547.0
Kisii,2025,m,85,701.0
Kisii,2025,m,90,409.0
Kisumu,2025,f,00,17085.0
Kisumu,2025,f,01,65306.0
Kisumu,2025,f,05,80107.0
Kisumu,2025,f,10,88594.0
Kisumu,2025,f,15,86150.0
Kisumu,2025,f,20,73873.0
Kisumu,2025,f,25,61363.0
Kisumu,2025,f,30,52340.0
Kisumu,2025,f,35,39956.0
Kisumu,2025,f,40,30981.0
Kisumu,2025,f,45,22085.0
Kisumu,2025,f,50,20880.0
Kisumu,2025,f,55,18509.0
Kisumu,2025,f,60,15155.0
Kisumu,2025,f,65,10598.0
Kisumu,2025,f,70,6200.0
Kisumu,2025,f,75,4019.0
Kisumu,2025,f,80,2265.0
Kisumu,2025,f,85,1087.0
Kisumu,2025,f,90,578.0
Kisumu,2025,m,00,17037.0
Kisumu,2025,m,01,65115.0
Kisumu,2025,m,05,80086.0
Kisumu,2025,m,10,86705.0
Kisumu,2025,m,15,81030.0
Kisumu,2025,m,20,66097.0
Kisumu,2025,m,25,54140.0
Kisumu,2025,m,30,48777.0
Kisumu,2025,m,35,44575.0
Kisumu,2025,m,40,34503.0
Kisumu,2025,m,45,23377.0
Kisumu,2025,m,50,18059.0
Kisumu,2025,m,55,14766.0
Kisumu,2025,m,60,11589.0
Kisumu,2025,m,65,7981.0
Kisumu,2025,m,70,4655.0
Kisumu,2025,m,75,2886.0
Kisumu,2025,m,80,1200.0
Kisumu,2025,m,85,507.0
Kisumu,2025,m,90,280.0
Kitui,2025,f,00,14116.0
Kitui,2025,f,01,53959.0
Kitui,2025,f,05,72315.0
Kitui,2025,f,10,86116.0
Kitui,2025,f,15,85865.0
Kitui,2025,f,20,51398.0
Kitui,2025,f,25,39699.0
Kitui,2025,f,30,39442.0
Kitui,2025,f,35,39092.0
Kitui,2025,f,40,33819.0
